contact,duration,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contacts,financial,campaigns,demographic
cellular,151.0,1.4,93.444,-36.1,4.963,5228.1,1002.0,2,1,47
telephone,461.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,3,1,56
cellular,644.5,-0.1,93.2,-42.0,4.021,5195.8,1002.0,1,1,68
telephone,124.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,2,1,48
cellular,606.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,3,1,60
telephone,243.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,1,1,60
cellular,250.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,2,1,38
cellular,72.0,-0.1,93.2,-42.0,4.12,5195.8,1004.0,0,1,41
telephone,18.0,1.1,93.994,-36.4,4.855,5191.0,1005.0,0,1,43
cellular,110.0,-1.1,94.199,-37.5,0.876,4963.6,1001.0,2,1,49
cellular,283.0,-1.8,93.075,-47.1,1.41,5099.1,1000.0,3,1,44
telephone,221.0,1.1,93.994,-36.4,4.86,5191.0,1001.0,0,1,41
cellular,234.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,2,1,49
cellular,127.0,-3.0,92.713,-33.0,0.71,5023.5,997.0,4,3,44
telephone,644.5,1.4,93.918,-42.7,4.955,5228.1,1001.0,2,1,44
telephone,149.0,1.4,94.465,-41.8,4.958,5228.1,1000.0,0,1,40
telephone,96.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,3,1,41
cellular,60.0,-1.8,92.893,-46.2,1.354,5099.1,997.0,0,3,59
cellular,406.0,-1.8,92.893,-46.2,1.25,5099.1,1004.0,2,1,41
cellular,66.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,2,1,38
cellular,279.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,2,1,41
cellular,153.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,3,1,59
cellular,366.0,-0.1,93.2,-42.0,4.076,5195.8,1005.0,0,1,50
cellular,275.0,-1.8,92.893,-46.2,1.313,5099.1,1001.0,2,1,48
cellular,631.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,2,1,59
telephone,76.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,0,1,49
cellular,282.0,-1.7,94.055,-39.8,0.729,4991.6,1003.0,0,1,90
cellular,105.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,2,1,61
telephone,326.0,1.1,93.994,-36.4,4.86,5191.0,1003.0,0,1,30
telephone,644.5,1.4,93.918,-42.7,4.962,5228.1,1004.0,0,1,44
cellular,121.0,1.4,93.444,-36.1,4.963,5228.1,1004.0,0,1,54
cellular,334.0,-1.7,94.215,-40.3,0.84,4991.6,1005.0,2,2,45
cellular,85.0,1.4,93.444,-36.1,4.964,5228.1,1002.0,2,1,47
cellular,644.5,1.4,93.918,-42.7,4.958,5228.1,1002.0,0,1,32
cellular,58.0,1.4,93.444,-36.1,4.963,5228.1,1001.0,3,1,42
cellular,561.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,2,1,47
telephone,644.5,1.1,93.994,-36.4,4.857,5191.0,1001.0,3,1,43
cellular,399.0,-1.8,93.075,-47.1,1.41,5099.1,1000.0,2,1,35
cellular,127.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,3,1,62
cellular,414.0,-1.8,92.893,-46.2,1.27,5099.1,1002.0,4,1,58
cellular,127.0,-1.8,93.075,-47.1,1.365,5099.1,1001.0,2,1,32
telephone,115.0,1.1,93.994,-36.4,4.86,5191.0,1002.0,1,1,45
cellular,101.0,-1.8,92.893,-46.2,1.313,5099.1,1000.0,2,1,51
telephone,182.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,0,1,37
telephone,111.0,1.1,93.994,-36.4,4.856,5191.0,1002.0,5,1,44
telephone,32.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,2,1,50
telephone,38.0,1.4,94.465,-41.8,4.959,5228.1,1001.0,0,1,59
cellular,370.0,-2.9,92.469,-33.6,1.044,5076.2,1001.0,0,1,36
telephone,277.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,0,1,36
cellular,167.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,2,1,39
telephone,644.5,1.1,93.994,-36.4,4.859,5191.0,1001.0,3,1,45
cellular,189.0,-2.9,92.963,-40.8,1.262,5076.2,1000.0,0,1,44
cellular,197.0,1.4,93.918,-42.7,4.962,5228.1,1005.0,1,1,64
telephone,283.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,0,1,75
cellular,340.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,32
cellular,455.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,2,1,51
cellular,197.0,1.4,93.918,-42.7,4.957,5228.1,1000.0,3,1,55
telephone,55.0,1.4,94.465,-41.8,4.959,5228.1,1005.0,2,1,34
telephone,275.0,1.4,94.465,-41.8,4.864,5228.1,1000.0,0,1,42
cellular,133.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,4,1,38
cellular,83.0,-2.9,92.963,-40.8,1.26,5076.2,1003.0,2,1,54
telephone,76.0,1.1,93.994,-36.4,4.86,5191.0,1002.0,0,1,52
cellular,269.0,-1.7,94.215,-40.3,0.896,4991.6,997.0,2,5,48
cellular,644.5,1.4,93.918,-42.7,4.961,5228.1,1002.0,2,1,34
cellular,15.0,1.4,93.918,-42.7,4.96,5228.1,1005.0,2,1,45
cellular,29.0,-1.8,92.893,-46.2,1.299,5099.1,1002.0,5,1,36
telephone,197.0,1.4,93.918,-42.7,4.962,5228.1,1004.0,2,1,43
telephone,258.0,-1.8,92.893,-46.2,1.25,5099.1,1002.0,2,1,64
cellular,17.0,-1.8,93.075,-47.1,1.405,5099.1,1005.0,2,1,56
telephone,644.5,1.1,93.994,-36.4,4.857,5191.0,1001.0,0,1,64
telephone,103.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,3,1,62
cellular,215.0,1.4,93.444,-36.1,4.966,5228.1,1001.0,3,1,49
cellular,130.0,-1.8,92.893,-46.2,1.27,5099.1,1002.0,2,1,44
telephone,376.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,4,1,32
cellular,644.5,-1.8,92.893,-46.2,1.313,5099.1,997.0,3,4,38
cellular,70.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,4,1,42
telephone,89.0,1.4,93.918,-42.7,4.966,5228.1,1000.0,0,1,44
cellular,531.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,2,1,40
cellular,250.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0,1,49
cellular,391.0,-1.8,92.893,-46.2,1.344,5099.1,1000.0,2,1,41
telephone,122.0,1.4,94.465,-41.8,4.959,5228.1,1004.0,1,1,50
cellular,366.0,-1.8,93.749,-34.6,0.642,5008.7,997.0,2,3,67
telephone,77.0,1.1,93.994,-36.4,4.86,5191.0,1001.0,2,1,44
telephone,365.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,45
cellular,337.0,1.4,93.444,-36.1,4.965,5228.1,1003.0,2,1,67
telephone,644.5,1.1,93.994,-36.4,4.86,5191.0,1001.0,2,1,54
cellular,306.0,-1.8,92.893,-46.2,1.266,5099.1,1003.0,2,1,54
telephone,13.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,3,1,64
cellular,69.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,1,1,68
cellular,316.0,-1.7,94.215,-40.3,0.861,4991.6,997.0,0,4,67
telephone,303.0,1.1,93.994,-36.4,4.855,5191.0,1002.0,2,1,62
cellular,91.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,0,1,52
cellular,273.0,-2.9,92.201,-31.4,0.849,5076.2,1000.0,0,1,92
telephone,162.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,3,1,41
telephone,322.0,1.1,93.994,-36.4,4.856,5191.0,1002.0,2,1,49
telephone,82.0,1.4,94.465,-41.8,4.962,5228.1,1002.0,1,1,51
cellular,49.0,1.4,93.918,-42.7,4.96,5228.1,1005.0,1,1,45
telephone,199.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,2,1,64
cellular,241.0,1.4,93.444,-36.1,4.966,5228.1,1003.0,2,1,62
telephone,95.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,1,1,44
telephone,40.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,0,1,70
cellular,471.0,1.4,93.444,-36.1,4.965,5228.1,1003.0,1,1,58
cellular,51.0,1.4,93.444,-36.1,4.962,5228.1,1004.0,2,1,46
cellular,180.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,2,1,55
cellular,120.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,0,1,53
telephone,95.0,1.4,94.465,-41.8,4.967,5228.1,1003.0,2,1,53
cellular,187.0,-3.4,92.649,-30.1,0.716,5017.5,1001.0,2,1,38
cellular,113.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,2,1,30
cellular,203.0,-1.1,94.601,-49.5,0.982,4963.6,997.0,4,4,47
telephone,644.5,1.4,94.465,-41.8,4.961,5228.1,1001.0,1,1,47
cellular,246.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,0,1,35
cellular,317.0,1.4,93.444,-36.1,4.965,5228.1,1003.0,0,1,49
cellular,236.0,-2.9,92.201,-31.4,0.873,5076.2,1002.0,0,1,34
telephone,447.0,1.1,93.994,-36.4,4.864,5191.0,1000.0,5,1,40
cellular,55.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,3,1,51
telephone,256.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,2,1,53
cellular,302.0,-1.8,92.893,-46.2,1.334,5099.1,1001.0,0,1,36
cellular,97.0,-1.1,94.767,-50.8,1.041,4963.6,997.0,2,5,42
cellular,503.0,-2.9,92.469,-33.6,1.072,5076.2,997.0,2,4,64
cellular,371.0,-3.4,92.431,-26.949999999999992,0.724,5017.5,1000.0,0,1,40
telephone,85.0,1.4,94.465,-41.8,4.967,5228.1,1003.0,2,1,43
cellular,56.0,-1.8,92.893,-46.2,1.25,5099.1,1001.0,2,1,52
cellular,59.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,2,1,40
cellular,109.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,2,1,35
telephone,198.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,3,1,71
telephone,276.0,1.1,93.994,-36.4,4.86,5191.0,1002.0,2,1,47
cellular,81.0,-1.8,92.893,-46.2,1.313,5099.1,1003.0,2,1,44
telephone,163.0,1.1,93.994,-36.4,4.864,5191.0,1002.0,4,1,36
cellular,98.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,5,1,55
cellular,463.0,-1.8,93.075,-47.1,1.453,5099.1,1000.0,0,1,48
cellular,199.0,1.4,93.918,-42.7,4.96,5228.1,1005.0,2,1,70
telephone,214.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,2,1,29
cellular,103.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,3,1,47
cellular,358.0,-3.4,92.649,-30.1,0.719,5017.5,997.0,2,2,42
cellular,160.0,1.4,93.444,-36.1,4.963,5228.1,1001.0,3,1,70
cellular,155.0,-1.8,93.075,-47.1,1.365,5099.1,1001.0,0,1,82
telephone,349.0,1.4,94.465,-41.8,4.865,5228.1,1003.0,0,1,49
telephone,55.0,1.1,93.994,-36.4,4.864,5191.0,1000.0,3,1,50
cellular,644.5,-1.8,92.893,-46.2,1.327,5099.1,1000.0,3,1,30
telephone,246.0,1.4,94.465,-41.8,4.967,5228.1,1002.0,2,1,51
telephone,300.0,1.4,93.918,-42.7,4.963,5228.1,1004.0,0,1,52
telephone,644.5,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,48
cellular,53.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,46
telephone,185.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,0,1,49
telephone,159.0,-1.8,92.893,-46.2,1.354,5099.1,1005.0,4,1,39
cellular,644.5,-1.8,92.893,-46.2,1.281,5099.1,1000.0,0,1,33
telephone,69.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,3,1,34
cellular,59.0,-1.8,93.075,-47.1,1.405,5099.1,1002.0,0,1,61
telephone,66.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,1,1,56
cellular,385.0,1.4,93.444,-36.1,4.965,5228.1,1002.0,2,1,51
cellular,128.0,-1.8,92.893,-46.2,1.27,5099.1,1003.0,2,1,93
cellular,57.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,2,1,57
cellular,203.0,-0.1,93.2,-42.0,4.153,5195.8,1002.0,2,1,35
cellular,259.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,0,1,46
telephone,127.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,0,1,50
cellular,132.0,1.4,93.444,-36.1,4.965,5228.1,1003.0,2,1,50
telephone,144.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,4,1,28
cellular,196.0,-1.8,92.893,-46.2,1.313,5099.1,1000.0,2,1,58
cellular,273.0,-1.8,92.893,-46.2,1.327,5099.1,1000.0,0,1,36
telephone,22.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,0,1,47
cellular,380.0,-1.1,94.601,-49.5,1.029,4963.6,997.0,2,3,36
telephone,48.0,1.4,94.465,-41.8,4.866,5228.1,1001.0,0,1,61
telephone,39.0,1.4,94.465,-41.8,4.865,5228.1,1005.0,0,1,47
telephone,186.0,-3.4,92.431,-26.949999999999992,0.739,5017.5,1001.0,2,1,38
cellular,263.0,-2.9,92.963,-40.8,1.252,5076.2,1001.0,2,1,57
telephone,423.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,0,1,39
telephone,644.5,1.1,93.994,-36.4,4.86,5191.0,1005.0,0,1,53
cellular,438.0,-1.8,92.893,-46.2,1.334,5099.1,1001.0,2,1,40
cellular,630.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,0,1,56
cellular,370.0,-1.8,92.893,-46.2,1.354,5099.1,1004.0,2,1,49
cellular,523.0,-1.8,92.893,-46.2,1.25,5099.1,1001.0,2,1,26
cellular,93.0,-1.8,93.075,-47.1,1.405,5099.1,1002.0,3,1,51
cellular,71.0,1.4,93.444,-36.1,4.967,5228.1,1000.0,0,1,45
cellular,175.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,2,1,38
telephone,121.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,0,1,44
telephone,23.0,1.4,93.444,-36.1,4.964,5228.1,1005.0,1,1,58
telephone,123.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,33
telephone,47.0,1.4,94.465,-41.8,4.959,5228.1,1005.0,1,1,51
telephone,512.0,1.1,93.994,-36.4,4.859,5191.0,1005.0,1,1,52
cellular,411.0,-1.8,92.893,-46.2,1.266,5099.1,1001.0,3,1,50
cellular,209.0,1.4,93.918,-42.7,4.961,5228.1,1000.0,0,1,45
cellular,539.0,-1.8,93.369,-34.8,0.655,5008.7,1001.0,2,1,66
telephone,131.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,0,1,29
telephone,209.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,1,1,48
cellular,28.0,-1.8,92.893,-46.2,1.25,5099.1,1005.0,2,1,26
cellular,83.0,-1.8,92.893,-46.2,1.354,5099.1,1004.0,2,1,51
telephone,74.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,0,1,67
cellular,184.0,-1.8,93.075,-47.1,1.405,5099.1,1002.0,3,1,56
telephone,289.0,1.1,93.994,-36.4,4.857,5191.0,1004.0,2,1,57
cellular,577.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,0,1,69
cellular,52.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,0,1,41
telephone,124.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,2,1,71
telephone,644.5,1.4,94.465,-41.8,4.955,5228.1,1002.0,1,1,74
cellular,99.0,-1.8,92.893,-46.2,1.281,5099.1,1000.0,2,1,34
telephone,323.0,1.4,94.465,-41.8,4.866,5228.1,1002.0,5,1,55
cellular,230.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,2,1,46
telephone,255.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,33
telephone,128.0,-2.9,92.963,-40.8,1.262,5076.2,1000.0,2,1,37
cellular,230.0,-1.8,92.893,-46.2,1.354,5099.1,1005.0,2,1,49
cellular,135.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,0,1,36
cellular,156.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,2,1,36
telephone,223.0,1.1,93.994,-36.4,4.857,5191.0,1004.0,0,1,36
cellular,56.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,1,1,61
cellular,340.0,-2.9,92.963,-40.8,1.26,5076.2,1001.0,1,1,61
cellular,456.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,55
cellular,58.0,-1.8,92.893,-46.2,1.25,5099.1,1001.0,2,1,52
telephone,203.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,2,1,36
telephone,488.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,3,1,46
cellular,101.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,4,1,36
telephone,185.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,1,1,66
cellular,82.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,1,1,67
telephone,158.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,2,1,55
cellular,183.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,0,1,63
cellular,189.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,2,1,30
cellular,222.0,-0.1,93.2,-42.0,4.021,5195.8,1001.0,2,1,38
cellular,644.5,1.4,93.918,-42.7,4.961,5228.1,1001.0,0,1,62
telephone,181.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,0,1,34
telephone,151.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,3,1,35
telephone,31.0,1.4,94.465,-41.8,4.967,5228.1,1000.0,0,1,48
cellular,508.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,2,1,45
cellular,136.0,1.4,93.918,-42.7,4.962,5228.1,1004.0,2,1,64
telephone,121.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,3,1,42
cellular,434.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,4,1,41
cellular,141.0,-1.8,92.893,-46.2,1.25,5099.1,1001.0,2,1,47
cellular,131.0,-0.1,93.2,-42.0,4.12,5195.8,1003.0,0,1,41
cellular,343.0,-2.9,92.201,-31.4,0.849,5076.2,997.0,4,3,46
cellular,644.5,-1.8,92.893,-46.2,1.281,5099.1,1002.0,2,1,34
telephone,355.0,-1.7,94.055,-39.8,0.739,4991.6,1002.0,2,2,35
telephone,247.0,1.1,93.994,-36.4,4.856,5191.0,1002.0,4,1,48
telephone,644.5,1.1,93.994,-36.4,4.859,5191.0,1001.0,1,1,41
cellular,134.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,0,1,69
telephone,309.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,0,1,52
telephone,35.0,1.4,94.465,-41.8,4.96,5228.1,1000.0,3,1,72
cellular,644.5,-0.1,93.2,-42.0,4.12,5195.8,1000.0,0,1,42
cellular,135.0,1.4,93.918,-42.7,4.96,5228.1,1002.0,3,1,54
cellular,323.0,-2.9,92.201,-31.4,0.834,5076.2,1000.0,2,1,86
telephone,236.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,5,1,39
cellular,76.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,0,1,43
telephone,298.0,1.1,93.994,-36.4,4.864,5191.0,1002.0,2,1,40
cellular,186.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,2,1,43
telephone,65.0,1.1,93.994,-36.4,4.858,5191.0,1002.0,2,1,70
cellular,175.0,-1.8,92.893,-46.2,1.299,5099.1,1000.0,2,1,33
telephone,6.0,-1.7,94.027,-38.3,0.904,4991.6,1000.0,0,1,46
cellular,415.0,-1.1,94.199,-37.5,0.882,4963.6,1002.0,0,2,39
cellular,150.0,-1.8,93.075,-47.1,1.435,5099.1,1000.0,2,1,45
cellular,644.5,-1.8,92.893,-46.2,1.334,5099.1,1000.0,3,1,43
cellular,311.0,1.4,93.444,-36.1,4.967,5228.1,1004.0,2,1,54
telephone,533.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,61
cellular,87.0,-1.8,93.075,-47.1,1.405,5099.1,1004.0,0,1,32
cellular,281.0,-1.8,93.369,-34.8,0.636,5008.7,1000.0,0,1,41
telephone,18.0,1.4,94.465,-41.8,4.967,5228.1,1000.0,0,1,55
telephone,197.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,0,1,53
cellular,25.0,-1.8,92.893,-46.2,1.327,5099.1,1000.0,2,1,45
telephone,230.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,0,1,49
cellular,57.0,1.4,93.444,-36.1,4.964,5228.1,1003.0,2,1,44
cellular,367.0,1.4,93.918,-42.7,4.961,5228.1,1000.0,2,1,66
cellular,184.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,49
telephone,271.0,-3.4,92.649,-30.1,0.714,5017.5,997.0,0,4,42
cellular,266.0,-0.1,93.2,-42.0,4.076,5195.8,1002.0,2,1,51
telephone,644.5,1.4,94.465,-41.8,4.961,5228.1,1000.0,2,1,44
telephone,29.0,-1.7,94.055,-39.8,0.713,4991.6,1000.0,2,1,51
cellular,215.0,-3.4,92.431,-26.949999999999992,0.722,5017.5,1001.0,2,1,61
telephone,145.0,1.4,93.444,-36.1,4.964,5228.1,1005.0,1,1,60
cellular,208.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0,1,36
cellular,163.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,2,1,53
cellular,454.0,-0.1,93.2,-42.0,4.076,5195.8,1004.0,2,1,58
cellular,91.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,0,1,41
cellular,332.0,-2.9,92.201,-31.4,0.879,5076.2,1000.0,0,1,36
telephone,116.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,2,1,39
telephone,644.5,1.4,94.465,-41.8,4.961,5228.1,1002.0,3,1,39
cellular,264.0,-1.8,92.893,-46.2,1.25,5099.1,1001.0,0,1,43
cellular,69.0,-1.8,92.893,-46.2,1.313,5099.1,1001.0,2,1,55
cellular,142.0,-1.8,92.893,-46.2,1.334,5099.1,1002.0,1,1,41
telephone,372.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,4,1,40
cellular,117.0,1.4,93.918,-42.7,4.961,5228.1,1001.0,0,1,65
cellular,486.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,45
telephone,64.0,-1.8,92.893,-46.2,1.25,5099.1,1000.0,0,1,50
cellular,81.0,-1.8,93.749,-34.6,0.646,5008.7,1002.0,2,1,37
telephone,312.0,1.1,93.994,-36.4,4.855,5191.0,1002.0,2,1,51
telephone,223.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,47
cellular,143.0,1.4,93.918,-42.7,4.957,5228.1,1000.0,0,1,46
cellular,244.0,1.4,93.444,-36.1,4.963,5228.1,1001.0,2,1,46
cellular,644.5,-3.0,92.713,-33.0,0.707,5023.5,1000.0,2,1,86
cellular,272.0,-1.8,92.893,-46.2,1.313,5099.1,1001.0,0,1,62
telephone,107.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,0,1,56
cellular,132.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,0,1,60
cellular,287.0,-1.8,92.893,-46.2,1.244,5099.1,1000.0,0,1,47
cellular,58.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,2,1,48
telephone,88.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,0,1,62
telephone,34.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,0,1,53
telephone,281.0,1.4,93.918,-42.7,4.955,5228.1,1002.0,2,1,43
telephone,16.0,1.4,94.465,-41.8,4.961,5228.1,1002.0,2,1,37
telephone,341.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,5,1,51
cellular,163.0,1.4,93.918,-42.7,4.962,5228.1,1002.0,1,1,56
cellular,644.5,1.4,93.444,-36.1,4.967,5228.1,1000.0,4,1,48
cellular,644.5,-0.1,93.2,-42.0,4.021,5195.8,1002.0,4,1,51
cellular,611.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0,1,48
cellular,224.0,-1.8,93.075,-47.1,1.365,5099.1,1000.0,0,1,38
cellular,122.0,-1.8,93.075,-47.1,1.392,5099.1,1000.0,2,1,35
cellular,164.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,33
cellular,282.0,-0.1,93.2,-42.0,4.076,5195.8,1002.0,4,1,41
cellular,644.5,1.4,93.444,-36.1,4.963,5228.1,1003.0,2,1,48
cellular,217.0,-2.9,92.963,-40.8,1.286,5076.2,1002.0,4,1,59
cellular,246.0,1.4,93.918,-42.7,4.962,5228.1,1002.0,0,1,38
cellular,84.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,0,1,47
cellular,414.0,-1.8,92.893,-46.2,1.313,5099.1,1002.0,1,1,39
telephone,198.0,1.4,94.465,-41.8,4.865,5228.1,1000.0,1,1,46
cellular,160.0,1.4,93.444,-36.1,4.968,5228.1,1002.0,2,1,55
cellular,304.0,-1.8,92.893,-46.2,1.344,5099.1,1002.0,1,1,61
cellular,644.5,-1.8,92.893,-46.2,1.266,5099.1,1000.0,0,1,43
cellular,86.0,1.4,93.918,-42.7,4.963,5228.1,1002.0,0,1,40
cellular,277.0,1.4,93.444,-36.1,4.964,5228.1,1001.0,0,1,41
telephone,253.0,1.1,93.994,-36.4,4.856,5191.0,1005.0,2,1,55
telephone,72.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,0,1,44
cellular,89.0,1.4,93.444,-36.1,4.963,5228.1,1005.0,2,1,45
cellular,387.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,3,1,42
cellular,72.0,1.4,93.918,-42.7,4.963,5228.1,1005.0,2,1,36
telephone,644.5,1.4,94.465,-41.8,4.864,5228.1,1000.0,5,1,47
cellular,200.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,0,1,49
telephone,188.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,2,1,68
telephone,212.0,1.4,93.918,-42.7,4.962,5228.1,1003.0,0,1,44
telephone,238.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,0,1,27
telephone,105.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,2,1,40
cellular,281.0,-1.8,92.893,-46.2,1.334,5099.1,1003.0,2,1,38
cellular,43.0,-1.8,92.893,-46.2,1.313,5099.1,1000.0,1,1,38
cellular,222.0,1.4,93.918,-42.7,4.968,5228.1,1001.0,1,1,73
cellular,140.0,1.4,93.444,-36.1,4.966,5228.1,1002.0,1,1,50
telephone,235.0,1.1,93.994,-36.4,4.858,5191.0,1005.0,0,1,47
telephone,183.0,1.4,94.465,-41.8,4.864,5228.1,1001.0,2,1,63
telephone,278.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,3,1,61
telephone,513.0,1.4,94.465,-41.8,4.959,5228.1,1001.0,2,1,48
cellular,457.0,1.4,93.918,-42.7,4.96,5228.1,1004.0,1,1,43
cellular,100.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,2,1,53
cellular,295.0,-2.9,92.201,-31.4,0.881,5076.2,997.0,2,4,57
cellular,222.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,1,1,60
cellular,180.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,5,1,53
